epoch,frame_dense_accuracy,frame_dense_f1,frame_dense_loss,frame_dense_precision,frame_dense_recall,loss,offset_dense_accuracy,offset_dense_f1,offset_dense_loss,offset_dense_precision,offset_dense_recall,onset_dense_accuracy,onset_dense_f1,onset_dense_loss,onset_dense_precision,onset_dense_recall,val_frame_dense_accuracy,val_frame_dense_f1,val_frame_dense_loss,val_frame_dense_precision,val_frame_dense_recall,val_loss,val_offset_dense_accuracy,val_offset_dense_f1,val_offset_dense_loss,val_offset_dense_precision,val_offset_dense_recall,val_onset_dense_accuracy,val_onset_dense_f1,val_onset_dense_loss,val_onset_dense_precision,val_onset_dense_recall,val_velocity_dense_loss,val_velocity_dense_mae,velocity_dense_loss,velocity_dense_mae
0,0.6204476356506348,0.05367135629057884,1.0449105501174927,0.03418714553117752,0.5008100271224976,2.657672643661499,0.6799958348274231,0.006918746046721935,0.761201024055481,0.0034678522497415543,0.33359000086784363,0.6922401189804077,0.006942434702068567,0.7555981874465942,0.003552135080099106,0.3285420835018158,0.755170464515686,0.0505160391330719,0.9835800528526306,0.037982791662216187,0.3472711741924286,2.477079391479492,0.8165526390075684,0.006609785370528698,0.6846104860305786,0.004167590755969286,0.22835387289524078,0.7540789842605591,0.006608685944229364,0.7202853560447693,0.003005190985277295,0.22125256061553955,0.17720673978328705,0.41061365604400635,0.1919257640838623,0.39038339257240295
1,0.75889652967453,0.06619435548782349,0.8616675138473511,0.05720555782318115,0.536439061164856,1.929465651512146,0.9503896236419678,0.008452781476080418,0.5183342099189758,0.0052919997833669186,0.07469198852777481,0.9477826952934265,0.008626479655504227,0.5172978043556213,0.005387603305280209,0.08033880591392517,0.813491940498352,0.050756119191646576,0.9212063550949097,0.0497744120657444,0.34258630871772766,2.1593751907348633,0.9767942428588867,0.0067870132625103,0.5812889933586121,0.0037786047905683517,0.022843942046165466,0.985767126083374,0.006641782820224762,0.5996917486190796,0.004326774273067713,0.0143737168982625,0.11437644809484482,0.3290473222732544,0.06433236598968506,0.22059756517410278
2,0.7972633838653564,0.07838202267885208,0.8101953268051147,0.06538437306880951,0.5132993459701538,1.7313578128814697,0.9882656335830688,0.011889333836734295,0.453909695148468,0.01097235456109047,0.028490759432315826,0.9867104291915894,0.011936556547880173,0.4534853398799896,0.010604542680084705,0.032597534358501434,0.811882495880127,0.053947724401950836,0.8870735168457031,0.054843999445438385,0.3856038749217987,1.981821894645691,0.9966250061988831,0.007725998293608427,0.5260151028633118,0.022624434903264046,0.00042778917122632265,0.9966848492622375,0.007151165045797825,0.5318268537521362,0.0,0.0,0.07381271570920944,0.2653506100177765,0.0275349710136652,0.1432097852230072
3,0.8091576099395752,0.0841275230050087,0.7841848731040955,0.07032164186239243,0.5208410620689392,1.6577719449996948,0.9903444051742554,0.014520923607051373,0.43262580037117004,0.01362053956836462,0.026779603213071823,0.9913439154624939,0.014281317591667175,0.4332575798034668,0.012479287572205067,0.020619438961148262,0.8140815496444702,0.05767762288451195,0.8683518767356873,0.05511023476719856,0.38245144486427307,1.8819019794464111,0.9963776469230652,0.008768514730036259,0.49458062648773193,0.02122015878558159,0.002053388161584735,0.9966848492622375,0.008831820450723171,0.4942989945411682,0.0,0.0,0.0493408739566803,0.2172507345676422,0.015407645143568516,0.10193213820457458
4,0.8127748966217041,0.08667010813951492,0.7585095167160034,0.07572291791439056,0.5555288195610046,1.6079421043395996,0.9905846118927002,0.01540469378232956,0.42222899198532104,0.012997599318623543,0.02455510012805462,0.991928219795227,0.015413565561175346,0.4217788577079773,0.012216405011713505,0.017967145889997482,0.8084357976913452,0.05980145186185837,0.8587213158607483,0.05656429007649422,0.40772566199302673,1.8273910284042358,0.9966199398040771,0.010268379002809525,0.47568628191947937,0.03265305981040001,0.000684462720528245,0.9966848492622375,0.010486481711268425,0.47518038749694824,0.0,0.0,0.035605788230895996,0.18374302983283997,0.010849297977983952,0.07863161712884903
5,0.819372296333313,0.08867302536964417,0.7325444221496582,0.08204235136508942,0.5860023498535156,1.5661598443984985,0.9897342920303345,0.015680762007832527,0.41479405760765076,0.01465636771172285,0.03165639936923981,0.9902511835098267,0.01574220322072506,0.41437944769859314,0.01438664086163044,0.028747433796525,0.8044631481170654,0.060132645070552826,0.8541315793991089,0.05637574568390846,0.41593509912490845,1.7968134880065918,0.9966785907745361,0.010953777469694614,0.4638272523880005,0.0,0.0,0.9966848492622375,0.010769687592983246,0.4649921655654907,0.0,0.0,0.027724798768758774,0.16073447465896606,0.008883984759449959,0.06472929567098618
6,0.8238866329193115,0.09011697769165039,0.7067540884017944,0.08870372921228409,0.6250574588775635,1.5264532566070557,0.9892575740814209,0.01629992201924324,0.4075390696525574,0.016077764332294464,0.03721765801310539,0.9897040128707886,0.016310248523950577,0.4081932604312897,0.015588096342980862,0.03388090431690216,0.8215122818946838,0.06135500967502594,0.8519177436828613,0.05639231577515602,0.37425294518470764,1.7777894735336304,0.9966848492622375,0.011350061744451523,0.45553743839263916,0.0,0.0,0.9966848492622375,0.010950212366878986,0.4589727520942688,0.0,0.0,0.02272314950823784,0.1438339352607727,0.00793359987437725,0.056013334542512894
7,0.8394339084625244,0.09278655797243118,0.6810908913612366,0.09854228794574738,0.6377657055854797,1.4888653755187988,0.9883245825767517,0.016787374392151833,0.40254849195480347,0.018523963168263435,0.04851129278540611,0.9897196292877197,0.01709752529859543,0.4015161395072937,0.016955820843577385,0.03687542676925659,0.832575261592865,0.06289859116077423,0.8521654605865479,0.056163642555475235,0.34553077816963196,1.7644535303115845,0.9966848492622375,0.011494394391775131,0.4492321014404297,0.0,0.0,0.9966848492622375,0.011164611205458641,0.4533762037754059,0.0,0.0,0.019359758123755455,0.1309887170791626,0.007419516798108816,0.05025327950716019
8,0.8435760736465454,0.09595974534749985,0.6542254090309143,0.10569433122873306,0.6750366687774658,1.4508404731750488,0.9864523410797119,0.01755238138139248,0.3975406289100647,0.019933996722102165,0.06408282369375229,0.9877670407295227,0.017894545570015907,0.39551588892936707,0.019852783530950546,0.05561259388923645,0.8447296619415283,0.06395867466926575,0.8539266586303711,0.0554632842540741,0.3114231824874878,1.754652500152588,0.9966848492622375,0.011806214228272438,0.4435200095176697,0.0,0.0,0.9966848492622375,0.011410275474190712,0.4486903250217438,0.0,0.0,0.017031127586960793,0.12107954174280167,0.0071172635070979595,0.046283505856990814
9,0.8563357591629028,0.09944818913936615,0.6311678886413574,0.11608551442623138,0.6870225071907043,1.41768479347229,0.9826352000236511,0.018129529431462288,0.39183884859085083,0.019833268597722054,0.08752566576004028,0.9836713075637817,0.018581056967377663,0.3912110924720764,0.019681330770254135,0.08042436838150024,0.8590505123138428,0.06481456011533737,0.8554592132568359,0.05649524927139282,0.2827557623386383,1.7482225894927979,0.9966848492622375,0.012055163271725178,0.439597487449646,0.0,0.0,0.9966848492622375,0.011500779539346695,0.4454973042011261,0.0,0.0,0.015337355434894562,0.11316750943660736,0.006933920085430145,0.043479468673467636
10,0.8652505874633789,0.102953240275383,0.6069004535675049,0.12633629143238068,0.7100418210029602,1.3816715478897095,0.9832359552383423,0.019123056903481483,0.3871918320655823,0.02253594808280468,0.0957392230629921,0.9827480316162109,0.019704507663846016,0.3841773271560669,0.02198614738881588,0.09668035805225372,0.8524632453918457,0.0665070191025734,0.8548853993415833,0.0578303262591362,0.3069353401660919,1.7396602630615234,0.9966848492622375,0.012241806834936142,0.4357275068759918,0.0,0.0,0.9966848492622375,0.011768045835196972,0.4420172870159149,0.0,0.0,0.014060353860259056,0.10670619457960129,0.006803807336837053,0.041405320167541504
11,0.8768978118896484,0.10716000944375992,0.5830974578857422,0.13885509967803955,0.7210425138473511,1.345056176185608,0.982986330986023,0.01967651955783367,0.38174113631248474,0.023726874962449074,0.10292607545852661,0.9824198484420776,0.02045256271958351,0.3768586218357086,0.025439241901040077,0.11533196270465851,0.8576740026473999,0.0678677037358284,0.8577867746353149,0.05699100345373154,0.2889730632305145,1.7395048141479492,0.9966848492622375,0.012344194576144218,0.43557971715927124,0.0,0.0,0.9966848492622375,0.012135927565395832,0.43961694836616516,0.0,0.0,0.013042937964200974,0.10117893666028976,0.00671805627644062,0.03984927758574486
12,0.8861574530601501,0.11185406148433685,0.5598403215408325,0.1512497216463089,0.7358304858207703,1.3076611757278442,0.9821042418479919,0.020096605643630028,0.3756081461906433,0.02610715664923191,0.12114989757537842,0.9829281568527222,0.021220248192548752,0.3688857853412628,0.029673591256141663,0.13090349733829498,0.8717512488365173,0.0682208314538002,0.8574637770652771,0.05866091325879097,0.26246196031570435,1.7335342168807983,0.9962350130081177,0.012839561328291893,0.43256136775016785,0.007453416008502245,0.0010266940807923675,0.9966848492622375,0.012541031464934349,0.43741172552108765,0.0,0.0,0.012194700539112091,0.09625548869371414,0.006653968710452318,0.038631875067949295
13,0.8893653750419617,0.11507615447044373,0.538284182548523,0.1587381362915039,0.7604150772094727,1.272321105003357,0.9819269180297852,0.020964279770851135,0.36967188119888306,0.027806516736745834,0.13107460737228394,0.9841075539588928,0.02224317565560341,0.3610633909702301,0.03424153849482536,0.1394592672586441,0.8953489661216736,0.07052978873252869,0.853607714176178,0.05868363380432129,0.20202937722206116,1.7244656085968018,0.995475172996521,0.013153883628547192,0.43058910965919495,0.007392007391899824,0.00273785088211298,0.9966848492622375,0.01327398419380188,0.43452274799346924,0.0,0.0,0.01149210799485445,0.09190694987773895,0.006603279151022434,0.03765697032213211
14,0.8974717259407043,0.12040311843156815,0.51788330078125,0.17128810286521912,0.7703539729118347,1.2348272800445557,0.9817624092102051,0.02151482366025448,0.36264312267303467,0.032338351011276245,0.1556297093629837,0.9831488132476807,0.023462053388357162,0.35101765394210815,0.038221120834350586,0.16897672414779663,0.8930330276489258,0.07386410981416702,0.8507974147796631,0.0632488876581192,0.22649358212947845,1.7146376371383667,0.9960435628890991,0.013484826311469078,0.4278351068496704,0.007407407276332378,0.0014544832520186901,0.9966848492622375,0.014268636703491211,0.4305574893951416,0.0,0.0,0.010895288549363613,0.08797387778759003,0.006566624157130718,0.03686877340078354
15,0.9005724787712097,0.12580610811710358,0.4963035583496094,0.1792486160993576,0.792727530002594,1.1981377601623535,0.9821594953536987,0.0230118241161108,0.3563401401042938,0.03457238897681236,0.16273100674152374,0.986055314540863,0.026088207960128784,0.34222525358200073,0.04948066920042038,0.17607802152633667,0.8941129446029663,0.07630378007888794,0.8513311147689819,0.06353461742401123,0.22463276982307434,1.7081422805786133,0.9965617060661316,0.014012320898473263,0.42438220977783203,0.0199115052819252,0.0007700205314904451,0.9966848492622375,0.015257087536156178,0.4272378087043762,0.0,0.0,0.01038242969661951,0.08438803255558014,0.006537451408803463,0.03620831295847893
16,0.9100167751312256,0.1325424313545227,0.4783084988594055,0.1959037333726883,0.7964382171630859,1.1625062227249146,0.9793384671211243,0.023312656208872795,0.35063430666923523,0.03607786074280739,0.20345653593540192,0.9803084135055542,0.025746364146471024,0.33030709624290466,0.04708263278007507,0.25675907731056213,0.9008217453956604,0.07863974571228027,0.8532674312591553,0.06721309572458267,0.2195538431406021,1.7055559158325195,0.9964761137962341,0.014146356843411922,0.42187583446502686,0.035353533923625946,0.0023956194054335356,0.9966848492622375,0.016026414930820465,0.42543455958366394,0.0,0.0,0.009956417605280876,0.08123107254505157,0.006512617692351341,0.035643644630908966
17,0.9120915532112122,0.13781389594078064,0.46087315678596497,0.20205233991146088,0.811237096786499,1.1276192665100098,0.9806142449378967,0.024570170789957047,0.3442273736000061,0.0397842638194561,0.20953114330768585,0.9839200973510742,0.029847940430045128,0.31927451491355896,0.057151854038238525,0.24845996499061584,0.8972896337509155,0.08145754784345627,0.8460253477096558,0.0691085234284401,0.23766939342021942,1.6941266059875488,0.9958091974258423,0.014451558701694012,0.41958317160606384,0.021691974252462387,0.005989048629999161,0.9966848492622375,0.01831122115254402,0.4237369894981384,0.0,0.0,0.009562436491250992,0.07816184312105179,0.006488464772701263,0.035131942480802536
18,0.9195724129676819,0.14629985392093658,0.4440680742263794,0.21847736835479736,0.8163379430770874,1.0912907123565674,0.9801785945892334,0.025574101135134697,0.33724188804626465,0.04317450523376465,0.23528404533863068,0.9804526567459106,0.03066597878932953,0.30674639344215393,0.05693448707461357,0.31459617614746094,0.9062752723693848,0.08296237885951996,0.8454293012619019,0.07385040819644928,0.2267562747001648,1.6855943202972412,0.9954992532730103,0.014774561859667301,0.4168087840080261,0.027363184839487076,0.010352497920393944,0.9966842532157898,0.020964447408914566,0.4187436103820801,0.3333333432674408,0.00017111568013206124,0.009225264191627502,0.07538601756095886,0.00646847952157259,0.03468465432524681
19,0.920609712600708,0.15110275149345398,0.4277374744415283,0.22323475778102875,0.8323080539703369,1.0590342283248901,0.978181779384613,0.026427505537867546,0.3295484781265259,0.04356222227215767,0.26634153723716736,0.9812787771224976,0.03347991034388542,0.29852205514907837,0.06327790766954422,0.3366701006889343,0.908837080001831,0.08491586148738861,0.8349654674530029,0.07922432571649551,0.2370564192533493,1.667937159538269,0.9959090948104858,0.015569567680358887,0.4136350154876709,0.03753804415464401,0.009496919810771942,0.9966843128204346,0.024930540472269058,0.4148734509944916,0.4000000059604645,0.0003422313602641225,0.008926487527787685,0.07279893755912781,0.006452479399740696,0.03427004814147949
20,0.9234769940376282,0.15750515460968018,0.4123973846435547,0.23167820274829865,0.8431992530822754,1.026378870010376,0.9766042232513428,0.02722063660621643,0.32289057970046997,0.04414510726928711,0.29329225420951843,0.9749225378036499,0.03266259655356407,0.28787246346473694,0.0567430779337883,0.4201745390892029,0.9228218197822571,0.08784341812133789,0.8372880220413208,0.09384465962648392,0.2285623550415039,1.657374382019043,0.9945417642593384,0.015961943194270134,0.40941321849823,0.024061476811766624,0.016341546550393105,0.9966545104980469,0.027079977095127106,0.4063427150249481,0.15032680332660675,0.0019678303506225348,0.008660878986120224,0.07038051635026932,0.0064368355087935925,0.03388010710477829
21,0.9272632598876953,0.16450490057468414,0.39839857816696167,0.24256713688373566,0.8513321280479431,0.9947631359100342,0.9761407375335693,0.02847306989133358,0.31604504585266113,0.04676803573966026,0.31972962617874146,0.9788287878036499,0.03721483796834946,0.2771078050136566,0.06608585268259048,0.4101642668247223,0.9285339117050171,0.08903607726097107,0.8280583024024963,0.09981810301542282,0.21924735605716705,1.6415956020355225,0.9955761432647705,0.016982166096568108,0.4067232012748718,0.03585846722126007,0.012919233180582523,0.9965825080871582,0.03376557677984238,0.4025998115539551,0.15221579372882843,0.006759068928658962,0.008428657427430153,0.06815395504236221,0.006423414684832096,0.03352829068899155
22,0.9308140873908997,0.1726338118314743,0.38610050082206726,0.2529151439666748,0.8546925187110901,0.9675992727279663,0.9788072109222412,0.031621046364307404,0.3102157413959503,0.052292875945568085,0.31493839621543884,0.9765026569366455,0.03808208927512169,0.26807764172554016,0.06513635069131851,0.4559377133846283,0.9260660409927368,0.09166189283132553,0.8194704055786133,0.102814219892025,0.23985858261585236,1.6203051805496216,0.9941443204879761,0.018070632591843605,0.39975598454475403,0.03412046283483505,0.0280629713088274,0.996502161026001,0.042645759880542755,0.3969660997390747,0.13901345431804657,0.010609171353280544,0.008225206285715103,0.06610158085823059,0.006410748697817326,0.033193740993738174
23,0.9332836866378784,0.18074998259544373,0.3728639483451843,0.26129406690597534,0.8618402481079102,0.9396793842315674,0.9727305173873901,0.030390994623303413,0.30372434854507446,0.047638941556215286,0.3804756999015808,0.974872350692749,0.03935564309358597,0.2598915994167328,0.06509223580360413,0.4923853576183319,0.9283583760261536,0.09425041824579239,0.812002956867218,0.11054746806621552,0.2504652142524719,1.6068243980407715,0.9946146011352539,0.01917659305036068,0.396202027797699,0.03762827813625336,0.02541067823767662,0.9964789152145386,0.054596614092588425,0.39460086822509766,0.14411765336990356,0.012577001936733723,0.008037137798964977,0.06411199271678925,0.006399085279554129,0.03286612033843994
24,0.9332258701324463,0.18427357077598572,0.3627772927284241,0.2628413140773773,0.8738369941711426,0.9157474040985107,0.978269100189209,0.0344691164791584,0.29774558544158936,0.05494701489806175,0.342915803194046,0.9770050048828125,0.04346119239926338,0.252030611038208,0.07107885926961899,0.49187201261520386,0.9271755814552307,0.09633813798427582,0.7985376715660095,0.11696618795394897,0.2764180600643158,1.5647367238998413,0.9953815937042236,0.02102840133011341,0.3898615539073944,0.05327629670500755,0.023442847654223442,0.9954873323440552,0.04363403096795082,0.3724055588245392,0.11022894829511642,0.05107802897691727,0.007863873615860939,0.06219296157360077,0.006387745961546898,0.03253767639398575
25,0.9382737874984741,0.1960507035255432,0.3512416481971741,0.2790064215660095,0.8724578022956848,0.8891307711601257,0.9731670618057251,0.03337348997592926,0.2908114790916443,0.05089317634701729,0.4019507169723511,0.9718441963195801,0.04126042127609253,0.24388858675956726,0.0653863325715065,0.5636550188064575,0.934030294418335,0.09944888949394226,0.7895897626876831,0.13208913803100586,0.2775017023086548,1.5536452531814575,0.9931941628456116,0.020825134590268135,0.3840246796607971,0.04116024076938629,0.047227926552295685,0.9960684776306152,0.06496792286634445,0.3761758804321289,0.14412054419517517,0.03764544799923897,0.007709856610745192,0.060403529554605484,0.006378211081027985,0.03225639835000038
26,0.9377935528755188,0.19825220108032227,0.34037429094314575,0.27923107147216797,0.8857680559158325,0.8678947687149048,0.9750518798828125,0.03602362051606178,0.2861112356185913,0.05502788722515106,0.40349075198173523,0.9781372547149658,0.049018651247024536,0.23822513222694397,0.07812701910734177,0.5180526971817017,0.9299439191818237,0.10168131440877914,0.7779819965362549,0.13355058431625366,0.31042709946632385,1.514671802520752,0.9937557578086853,0.02326798439025879,0.37754881381988525,0.05181841924786568,0.05107802897691727,0.9949373602867126,0.05515320226550102,0.35535573959350586,0.11813561618328094,0.08153662085533142,0.007570428773760796,0.0587078258395195,0.006368324160575867,0.0319691076874733
27,0.9397849440574646,0.20595380663871765,0.3339243233203888,0.2861245572566986,0.8854835033416748,0.8510571122169495,0.9748246669769287,0.03746713325381279,0.2806870937347412,0.05643611028790474,0.4194900691509247,0.9718050956726074,0.043912049382925034,0.23326623439788818,0.06880991160869598,0.5988193154335022,0.936251163482666,0.1065075695514679,0.769067645072937,0.14803460240364075,0.3070667088031769,1.4987165927886963,0.9934008717536926,0.02352520264685154,0.37008219957351685,0.058024127036333084,0.06502395868301392,0.9953585267066956,0.07016950100660324,0.3558453321456909,0.13997536897659302,0.07777207344770432,0.007442832924425602,0.05708257108926773,0.0063589345663785934,0.03170843794941902
28,0.9399120211601257,0.20922397077083588,0.32429516315460205,0.28789660334587097,0.8950830698013306,0.8275872468948364,0.970245361328125,0.036281295120716095,0.2751687467098236,0.052775006741285324,0.47056809067726135,0.9735184907913208,0.04790839925408363,0.22494831681251526,0.0733865424990654,0.6010438203811646,0.9377759695053101,0.11056677252054214,0.7616602778434753,0.15465624630451202,0.31377658247947693,1.4679932594299316,0.9930384159088135,0.024722972884774208,0.3652690351009369,0.05863773822784424,0.07306639105081558,0.9942957758903503,0.06553075462579727,0.3374011814594269,0.12687161564826965,0.12251882255077362,0.007325177080929279,0.055524054914712906,0.006350027862936258,0.03144538030028343
29,0.9458743333816528,0.2237340211868286,0.31482261419296265,0.3105330765247345,0.8922480940818787,0.8089694976806641,0.9745999574661255,0.04065919294953346,0.27022820711135864,0.05939406156539917,0.4490075409412384,0.975001335144043,0.05056873336434364,0.22074761986732483,0.07743925601243973,0.5993326306343079,0.9405173063278198,0.11206857860088348,0.7345249652862549,0.17509964108467102,0.34909915924072266,1.4166104793548584,0.9930877685546875,0.02870853617787361,0.35877054929733276,0.06491011381149292,0.0809377133846283,0.9928738474845886,0.05872439220547676,0.3197062015533447,0.11972150206565857,0.18095482885837555,0.007217805366963148,0.054029542952775955,0.00634216470643878,0.031202197074890137
30,0.9412996172904968,0.2184409648180008,0.30723151564598083,0.294442743062973,0.906237006187439,0.7892411947250366,0.9707674980163574,0.03991805762052536,0.265566349029541,0.055313847959041595,0.4862251877784729,0.9740923047065735,0.05104804039001465,0.21327637135982513,0.07831012457609177,0.6327857375144958,0.9417800903320312,0.11864741146564484,0.7291594743728638,0.17867298424243927,0.3466362953186035,1.4003783464431763,0.9919300079345703,0.028775397688150406,0.35286325216293335,0.06211472302675247,0.10172826796770096,0.9934433698654175,0.06871653348207474,0.3147942125797272,0.13660645484924316,0.18377824127674103,0.007122773677110672,0.05264142155647278,0.006333926692605019,0.030947282910346985
31,0.9486840963363647,0.2383064180612564,0.3004857897758484,0.3233896493911743,0.8975568413734436,0.7733315229415894,0.9739536046981812,0.043159518390893936,0.2610618472099304,0.06018132343888283,0.46911361813545227,0.9759702682495117,0.054541751742362976,0.20861966907978058,0.08408127725124359,0.6315879821777344,0.9415809512138367,0.11785998195409775,0.6978974938392639,0.19291655719280243,0.3940432071685791,1.349652647972107,0.9920028448104858,0.030991334468126297,0.34633514285087585,0.06979411095380783,0.11456194519996643,0.9917203187942505,0.06303726881742477,0.30190253257751465,0.12214498221874237,0.2420431226491928,0.007034921087324619,0.05129808932542801,0.0063283550553023815,0.030721697956323624
32,0.9439643621444702,0.22973060607910156,0.29223930835723877,0.3058722913265228,0.9158256649971008,0.7558872699737549,0.9698752164840698,0.041715677827596664,0.25620490312576294,0.05662660673260689,0.5164270997047424,0.973162829875946,0.05263654887676239,0.20428134500980377,0.07956480979919434,0.6713723540306091,0.9472846388816833,0.1265104115009308,0.6870613694190979,0.21773909032344818,0.3989579379558563,1.323847770690918,0.9908881187438965,0.0335196815431118,0.33631595969200134,0.07120976597070694,0.14519165456295013,0.9925593733787537,0.07172232121229172,0.2969922125339508,0.1405269205570221,0.24324093759059906,0.006956448778510094,0.050041645765304565,0.006323433946818113,0.03050243854522705
33,0.9491772651672363,0.24519702792167664,0.2855216860771179,0.3273804485797882,0.9115895628929138,0.740452229976654,0.9731676578521729,0.04619266092777252,0.25262975692749023,0.061265092343091965,0.49529433250427246,0.977043867111206,0.05946791172027588,0.19914297759532928,0.08951118588447571,0.6459616422653198,0.9487848281860352,0.13128061592578888,0.6670641899108887,0.2311975657939911,0.4199303984642029,1.2757670879364014,0.9889481067657471,0.033682674169540405,0.327836275100708,0.07031914591789246,0.19096508622169495,0.9886465668678284,0.05951840430498123,0.27742481231689453,0.10946974158287048,0.3398357331752777,0.006883390247821808,0.04881749302148819,0.006315730512142181,0.030287709087133408
